Product_Name,Category,Date,Units_Sold
Potato Chips,Snacks & Confectionery,2024-02-11,113
Potatoes,Fruits & Vegetables,2024-02-11,213
Rice (5kg),Grains & Staples,2024-02-11,235
Salmon Fillet,Meat & Seafood,2024-02-11,102
Soy Sauce (300ml),Condiments & Spices,2024-02-11,69
Spinach,Fruits & Vegetables,2024-02-11,97
Tomato Ketchup,Condiments & Spices,2024-02-11,87
Tomatoes,Fruits & Vegetables,2024-02-11,69
Tuna (Canned),Meat & Seafood,2024-02-11,166
Vegetable Oil,Oils & Fats,2024-02-11,154
Whole Wheat Bread,Grains & Staples,2024-02-11,217
Bananas,Fruits & Vegetables,2024-02-12,139
Bell Pepper,Fruits & Vegetables,2024-02-12,66
Butter (250g),Oils & Fats,2024-02-12,112
Cheddar Cheese,Dairy & Eggs,2024-02-12,98
Chicken Breast,Meat & Seafood,2024-02-12,170
Cumin Powder,Condiments & Spices,2024-02-12,54
Dark Chocolate,Snacks & Confectionery,2024-02-12,105
Eggs (12pk),Dairy & Eggs,2024-02-12,236
Frozen Peas (500g),Frozen Foods,2024-02-12,114
Frozen Pizza,Frozen Foods,2024-02-12,79
Greek Yogurt,Dairy & Eggs,2024-02-12,89
Green Tea (20pk),Beverages,2024-02-12,91
Ground Beef,Meat & Seafood,2024-02-12,102
Honey (500g),Snacks & Confectionery,2024-02-12,48
Milk (1L),Dairy & Eggs,2024-02-12,168
Mineral Water (2L),Beverages,2024-02-12,176
Oats (1kg),Grains & Staples,2024-02-12,121
Olive Oil,Oils & Fats,2024-02-12,74
Onions,Fruits & Vegetables,2024-02-12,80
Orange Juice (1L),Beverages,2024-02-12,100
Pasta (500g),Grains & Staples,2024-02-12,169
Potato Chips,Snacks & Confectionery,2024-02-12,84
Potatoes,Fruits & Vegetables,2024-02-12,153
Rice (5kg),Grains & Staples,2024-02-12,200
Salmon Fillet,Meat & Seafood,2024-02-12,81
Soy Sauce (300ml),Condiments & Spices,2024-02-12,52
Spinach,Fruits & Vegetables,2024-02-12,83
Tomato Ketchup,Condiments & Spices,2024-02-12,90
Tomatoes,Fruits & Vegetables,2024-02-12,117
Tuna (Canned),Meat & Seafood,2024-02-12,131
Vegetable Oil,Oils & Fats,2024-02-12,112
Whole Wheat Bread,Grains & Staples,2024-02-12,168
Bananas,Fruits & Vegetables,2024-02-13,167
Bell Pepper,Fruits & Vegetables,2024-02-13,70
Butter (250g),Oils & Fats,2024-02-13,109
Cheddar Cheese,Dairy & Eggs,2024-02-13,100
Chicken Breast,Meat & Seafood,2024-02-13,218
Cumin Powder,Condiments & Spices,2024-02-13,52
Dark Chocolate,Snacks & Confectionery,2024-02-13,98
Eggs (12pk),Dairy & Eggs,2024-02-13,282
Frozen Peas (500g),Frozen Foods,2024-02-13,107
Frozen Pizza,Frozen Foods,2024-02-13,85
Greek Yogurt,Dairy & Eggs,2024-02-13,93
Green Tea (20pk),Beverages,2024-02-13,81
Ground Beef,Meat & Seafood,2024-02-13,97
Honey (500g),Snacks & Confectionery,2024-02-13,47
Milk (1L),Dairy & Eggs,2024-02-13,203
Mineral Water (2L),Beverages,2024-02-13,208
Oats (1kg),Grains & Staples,2024-02-13,97
Olive Oil,Oils & Fats,2024-02-13,73
Onions,Fruits & Vegetables,2024-02-13,80
Orange Juice (1L),Beverages,2024-02-13,55
Pasta (500g),Grains & Staples,2024-02-13,176
Potato Chips,Snacks & Confectionery,2024-02-13,82
Potatoes,Fruits & Vegetables,2024-02-13,184
Rice (5kg),Grains & Staples,2024-02-13,234
Salmon Fillet,Meat & Seafood,2024-02-13,70
Soy Sauce (300ml),Condiments & Spices,2024-02-13,70
Spinach,Fruits & Vegetables,2024-02-13,62
Tomato Ketchup,Condiments & Spices,2024-02-13,69
Tomatoes,Fruits & Vegetables,2024-02-13,57
Tuna (Canned),Meat & Seafood,2024-02-13,133
Vegetable Oil,Oils & Fats,2024-02-13,104
Whole Wheat Bread,Grains & Staples,2024-02-13,163
Bananas,Fruits & Vegetables,2024-02-14,134
Bell Pepper,Fruits & Vegetables,2024-02-14,76
Butter (250g),Oils & Fats,2024-02-14,99
Cheddar Cheese,Dairy & Eggs,2024-02-14,87
Chicken Breast,Meat & Seafood,2024-02-14,167
Cumin Powder,Condiments & Spices,2024-02-14,46
Dark Chocolate,Snacks & Confectionery,2024-02-14,94
Eggs (12pk),Dairy & Eggs,2024-02-14,221
Frozen Peas (500g),Frozen Foods,2024-02-14,99
Frozen Pizza,Frozen Foods,2024-02-14,98
Greek Yogurt,Dairy & Eggs,2024-02-14,85
Green Tea (20pk),Beverages,2024-02-14,108
Ground Beef,Meat & Seafood,2024-02-14,74
Honey (500g),Snacks & Confectionery,2024-02-14,51
Milk (1L),Dairy & Eggs,2024-02-14,182
Mineral Water (2L),Beverages,2024-02-14,189
Oats (1kg),Grains & Staples,2024-02-14,109
Olive Oil,Oils & Fats,2024-02-14,79
Onions,Fruits & Vegetables,2024-02-14,78
Orange Juice (1L),Beverages,2024-02-14,83
Pasta (500g),Grains & Staples,2024-02-14,183
Potato Chips,Snacks & Confectionery,2024-02-14,87
Potatoes,Fruits & Vegetables,2024-02-14,170
Rice (5kg),Grains & Staples,2024-02-14,200
Salmon Fillet,Meat & Seafood,2024-02-14,75
Soy Sauce (300ml),Condiments & Spices,2024-02-14,60
Spinach,Fruits & Vegetables,2024-02-14,71
Tomato Ketchup,Condiments & Spices,2024-02-14,91
Tomatoes,Fruits & Vegetables,2024-02-14,69
Tuna (Canned),Meat & Seafood,2024-02-14,147
Vegetable Oil,Oils & Fats,2024-02-14,116
Whole Wheat Bread,Grains & Staples,2024-02-14,159
Bananas,Fruits & Vegetables,2024-02-15,198
Bell Pepper,Fruits & Vegetables,2024-02-15,80
Butter (250g),Oils & Fats,2024-02-15,87
Cheddar Cheese,Dairy & Eggs,2024-02-15,78
Chicken Breast,Meat & Seafood,2024-02-15,189
Cumin Powder,Condiments & Spices,2024-02-15,56
Dark Chocolate,Snacks & Confectionery,2024-02-15,74
Eggs (12pk),Dairy & Eggs,2024-02-15,220
Frozen Peas (500g),Frozen Foods,2024-02-15,94
Frozen Pizza,Frozen Foods,2024-02-15,111
Greek Yogurt,Dairy & Eggs,2024-02-15,56
Green Tea (20pk),Beverages,2024-02-15,74
Ground Beef,Meat & Seafood,2024-02-15,107
Honey (500g),Snacks & Confectionery,2024-02-15,52
Milk (1L),Dairy & Eggs,2024-02-15,179
Mineral Water (2L),Beverages,2024-02-15,190
Oats (1kg),Grains & Staples,2024-02-15,105
Olive Oil,Oils & Fats,2024-02-15,75
Onions,Fruits & Vegetables,2024-02-15,107
Orange Juice (1L),Beverages,2024-02-15,95
Pasta (500g),Grains & Staples,2024-02-15,177
Potato Chips,Snacks & Confectionery,2024-02-15,107
Potatoes,Fruits & Vegetables,2024-02-15,166
Rice (5kg),Grains & Staples,2024-02-15,192
Salmon Fillet,Meat & Seafood,2024-02-15,52
Soy Sauce (300ml),Condiments & Spices,2024-02-15,72
Spinach,Fruits & Vegetables,2024-02-15,89
Tomato Ketchup,Condiments & Spices,2024-02-15,96
Tomatoes,Fruits & Vegetables,2024-02-15,68
Tuna (Canned),Meat & Seafood,2024-02-15,143
Vegetable Oil,Oils & Fats,2024-02-15,114
Whole Wheat Bread,Grains & Staples,2024-02-15,160
Bananas,Fruits & Vegetables,2024-02-16,154
Bell Pepper,Fruits & Vegetables,2024-02-16,52
Butter (250g),Oils & Fats,2024-02-16,100
Cheddar Cheese,Dairy & Eggs,2024-02-16,93
Chicken Breast,Meat & Seafood,2024-02-16,167
Cumin Powder,Condiments & Spices,2024-02-16,52
Dark Chocolate,Snacks & Confectionery,2024-02-16,105
Eggs (12pk),Dairy & Eggs,2024-02-16,230
Frozen Peas (500g),Frozen Foods,2024-02-16,98
Frozen Pizza,Frozen Foods,2024-02-16,95
Greek Yogurt,Dairy & Eggs,2024-02-16,84
Green Tea (20pk),Beverages,2024-02-16,94
Ground Beef,Meat & Seafood,2024-02-16,101
Honey (500g),Snacks & Confectionery,2024-02-16,47
Milk (1L),Dairy & Eggs,2024-02-16,171
Mineral Water (2L),Beverages,2024-02-16,207
Oats (1kg),Grains & Staples,2024-02-16,95
Olive Oil,Oils & Fats,2024-02-16,73
Onions,Fruits & Vegetables,2024-02-16,91
Orange Juice (1L),Beverages,2024-02-16,91
Pasta (500g),Grains & Staples,2024-02-16,164
Potato Chips,Snacks & Confectionery,2024-02-16,66
Potatoes,Fruits & Vegetables,2024-02-16,164
Rice (5kg),Grains & Staples,2024-02-16,192
Salmon Fillet,Meat & Seafood,2024-02-16,84
Soy Sauce (300ml),Condiments & Spices,2024-02-16,54
Spinach,Fruits & Vegetables,2024-02-16,85
Tomato Ketchup,Condiments & Spices,2024-02-16,93
Tomatoes,Fruits & Vegetables,2024-02-16,101
Tuna (Canned),Meat & Seafood,2024-02-16,159
Vegetable Oil,Oils & Fats,2024-02-16,121
Whole Wheat Bread,Grains & Staples,2024-02-16,177
Bananas,Fruits & Vegetables,2024-02-17,231
Bell Pepper,Fruits & Vegetables,2024-02-17,61
Butter (250g),Oils & Fats,2024-02-17,123
Cheddar Cheese,Dairy & Eggs,2024-02-17,110
Chicken Breast,Meat & Seafood,2024-02-17,217
Cumin Powder,Condiments & Spices,2024-02-17,55
Dark Chocolate,Snacks & Confectionery,2024-02-17,151
Eggs (12pk),Dairy & Eggs,2024-02-17,297
Frozen Peas (500g),Frozen Foods,2024-02-17,124
Frozen Pizza,Frozen Foods,2024-02-17,108
Greek Yogurt,Dairy & Eggs,2024-02-17,110
Green Tea (20pk),Beverages,2024-02-17,91
Ground Beef,Meat & Seafood,2024-02-17,139
Honey (500g),Snacks & Confectionery,2024-02-17,62
Milk (1L),Dairy & Eggs,2024-02-17,254
Mineral Water (2L),Beverages,2024-02-17,210
Oats (1kg),Grains & Staples,2024-02-17,143
Olive Oil,Oils & Fats,2024-02-17,99
Onions,Fruits & Vegetables,2024-02-17,109
Orange Juice (1L),Beverages,2024-02-17,92
Pasta (500g),Grains & Staples,2024-02-17,199
Potato Chips,Snacks & Confectionery,2024-02-17,133
Potatoes,Fruits & Vegetables,2024-02-17,197
Rice (5kg),Grains & Staples,2024-02-17,236
Salmon Fillet,Meat & Seafood,2024-02-17,98
Soy Sauce (300ml),Condiments & Spices,2024-02-17,75
Spinach,Fruits & Vegetables,2024-02-17,73
Tomato Ketchup,Condiments & Spices,2024-02-17,94
Tomatoes,Fruits & Vegetables,2024-02-17,95
Tuna (Canned),Meat & Seafood,2024-02-17,161
Vegetable Oil,Oils & Fats,2024-02-17,139
Whole Wheat Bread,Grains & Staples,2024-02-17,205
Bananas,Fruits & Vegetables,2024-02-18,226
Bell Pepper,Fruits & Vegetables,2024-02-18,103
Butter (250g),Oils & Fats,2024-02-18,123
Cheddar Cheese,Dairy & Eggs,2024-02-18,107
Chicken Breast,Meat & Seafood,2024-02-18,224
Cumin Powder,Condiments & Spices,2024-02-18,60
Dark Chocolate,Snacks & Confectionery,2024-02-18,140
Eggs (12pk),Dairy & Eggs,2024-02-18,240
Frozen Peas (500g),Frozen Foods,2024-02-18,136
Frozen Pizza,Frozen Foods,2024-02-18,99
Greek Yogurt,Dairy & Eggs,2024-02-18,83
Green Tea (20pk),Beverages,2024-02-18,102
Ground Beef,Meat & Seafood,2024-02-18,115
Honey (500g),Snacks & Confectionery,2024-02-18,73
Milk (1L),Dairy & Eggs,2024-02-18,206
Mineral Water (2L),Beverages,2024-02-18,192
Oats (1kg),Grains & Staples,2024-02-18,134
Olive Oil,Oils & Fats,2024-02-18,79
Onions,Fruits & Vegetables,2024-02-18,82
Orange Juice (1L),Beverages,2024-02-18,115
Pasta (500g),Grains & Staples,2024-02-18,187
Potato Chips,Snacks & Confectionery,2024-02-18,138
Potatoes,Fruits & Vegetables,2024-02-18,165
Rice (5kg),Grains & Staples,2024-02-18,235
Salmon Fillet,Meat & Seafood,2024-02-18,100
Soy Sauce (300ml),Condiments & Spices,2024-02-18,68
Spinach,Fruits & Vegetables,2024-02-18,94
Tomato Ketchup,Condiments & Spices,2024-02-18,73
Tomatoes,Fruits & Vegetables,2024-02-18,126
Tuna (Canned),Meat & Seafood,2024-02-18,149
Vegetable Oil,Oils & Fats,2024-02-18,153
Whole Wheat Bread,Grains & Staples,2024-02-18,197
Bananas,Fruits & Vegetables,2024-02-19,158
Bell Pepper,Fruits & Vegetables,2024-02-19,75
Butter (250g),Oils & Fats,2024-02-19,111
Cheddar Cheese,Dairy & Eggs,2024-02-19,98
Chicken Breast,Meat & Seafood,2024-02-19,168
Cumin Powder,Condiments & Spices,2024-02-19,55
Dark Chocolate,Snacks & Confectionery,2024-02-19,111
Eggs (12pk),Dairy & Eggs,2024-02-19,184
Frozen Peas (500g),Frozen Foods,2024-02-19,84
Frozen Pizza,Frozen Foods,2024-02-19,75
Greek Yogurt,Dairy & Eggs,2024-02-19,93
Green Tea (20pk),Beverages,2024-02-19,88
Ground Beef,Meat & Seafood,2024-02-19,60
Honey (500g),Snacks & Confectionery,2024-02-19,69
Milk (1L),Dairy & Eggs,2024-02-19,177
Mineral Water (2L),Beverages,2024-02-19,211
Oats (1kg),Grains & Staples,2024-02-19,151
Olive Oil,Oils & Fats,2024-02-19,79
Onions,Fruits & Vegetables,2024-02-19,105
Orange Juice (1L),Beverages,2024-02-19,73
Pasta (500g),Grains & Staples,2024-02-19,161
Potato Chips,Snacks & Confectionery,2024-02-19,73
Potatoes,Fruits & Vegetables,2024-02-19,156
Rice (5kg),Grains & Staples,2024-02-19,182
Salmon Fillet,Meat & Seafood,2024-02-19,88
Soy Sauce (300ml),Condiments & Spices,2024-02-19,70
Spinach,Fruits & Vegetables,2024-02-19,51
Tomato Ketchup,Condiments & Spices,2024-02-19,89
Tomatoes,Fruits & Vegetables,2024-02-19,71
Tuna (Canned),Meat & Seafood,2024-02-19,130
Vegetable Oil,Oils & Fats,2024-02-19,118
Whole Wheat Bread,Grains & Staples,2024-02-19,195
Bananas,Fruits & Vegetables,2024-02-20,153
Bell Pepper,Fruits & Vegetables,2024-02-20,60
Butter (250g),Oils & Fats,2024-02-20,123
Cheddar Cheese,Dairy & Eggs,2024-02-20,86
Chicken Breast,Meat & Seafood,2024-02-20,164
Cumin Powder,Condiments & Spices,2024-02-20,54
Dark Chocolate,Snacks & Confectionery,2024-02-20,98
Eggs (12pk),Dairy & Eggs,2024-02-20,215
Frozen Peas (500g),Frozen Foods,2024-02-20,107
Frozen Pizza,Frozen Foods,2024-02-20,103
Greek Yogurt,Dairy & Eggs,2024-02-20,90
Green Tea (20pk),Beverages,2024-02-20,99
Ground Beef,Meat & Seafood,2024-02-20,62
Honey (500g),Snacks & Confectionery,2024-02-20,62
Milk (1L),Dairy & Eggs,2024-02-20,187
Mineral Water (2L),Beverages,2024-02-20,188
Oats (1kg),Grains & Staples,2024-02-20,118
Olive Oil,Oils & Fats,2024-02-20,61
Onions,Fruits & Vegetables,2024-02-20,76
Orange Juice (1L),Beverages,2024-02-20,87
Pasta (500g),Grains & Staples,2024-02-20,204
Potato Chips,Snacks & Confectionery,2024-02-20,89
Potatoes,Fruits & Vegetables,2024-02-20,172
Rice (5kg),Grains & Staples,2024-02-20,184
Salmon Fillet,Meat & Seafood,2024-02-20,87
Soy Sauce (300ml),Condiments & Spices,2024-02-20,72
Spinach,Fruits & Vegetables,2024-02-20,76
Tomato Ketchup,Condiments & Spices,2024-02-20,81
Tomatoes,Fruits & Vegetables,2024-02-20,91
Tuna (Canned),Meat & Seafood,2024-02-20,138
Vegetable Oil,Oils & Fats,2024-02-20,123
Whole Wheat Bread,Grains & Staples,2024-02-20,105
Bananas,Fruits & Vegetables,2024-02-21,180
Bell Pepper,Fruits & Vegetables,2024-02-21,94
Butter (250g),Oils & Fats,2024-02-21,107
Cheddar Cheese,Dairy & Eggs,2024-02-21,82
Chicken Breast,Meat & Seafood,2024-02-21,196
Cumin Powder,Condiments & Spices,2024-02-21,54
Dark Chocolate,Snacks & Confectionery,2024-02-21,123
Eggs (12pk),Dairy & Eggs,2024-02-21,192
Frozen Peas (500g),Frozen Foods,2024-02-21,112
Frozen Pizza,Frozen Foods,2024-02-21,87
Greek Yogurt,Dairy & Eggs,2024-02-21,107
Green Tea (20pk),Beverages,2024-02-21,78
Ground Beef,Meat & Seafood,2024-02-21,112
Honey (500g),Snacks & Confectionery,2024-02-21,67
Milk (1L),Dairy & Eggs,2024-02-21,189
Mineral Water (2L),Beverages,2024-02-21,189
Oats (1kg),Grains & Staples,2024-02-21,136
Olive Oil,Oils & Fats,2024-02-21,68
Onions,Fruits & Vegetables,2024-02-21,97
Orange Juice (1L),Beverages,2024-02-21,98
Pasta (500g),Grains & Staples,2024-02-21,163
Potato Chips,Snacks & Confectionery,2024-02-21,108
Potatoes,Fruits & Vegetables,2024-02-21,160
Rice (5kg),Grains & Staples,2024-02-21,190
Salmon Fillet,Meat & Seafood,2024-02-21,81
Soy Sauce (300ml),Condiments & Spices,2024-02-21,70
Spinach,Fruits & Vegetables,2024-02-21,98
Tomato Ketchup,Condiments & Spices,2024-02-21,71
Tomatoes,Fruits & Vegetables,2024-02-21,69
Tuna (Canned),Meat & Seafood,2024-02-21,146
Vegetable Oil,Oils & Fats,2024-02-21,123
Whole Wheat Bread,Grains & Staples,2024-02-21,175
Bananas,Fruits & Vegetables,2024-02-22,159
Bell Pepper,Fruits & Vegetables,2024-02-22,73
Butter (250g),Oils & Fats,2024-02-22,104
Cheddar Cheese,Dairy & Eggs,2024-02-22,95
Chicken Breast,Meat & Seafood,2024-02-22,168
Cumin Powder,Condiments & Spices,2024-02-22,51
Dark Chocolate,Snacks & Confectionery,2024-02-22,107
Eggs (12pk),Dairy & Eggs,2024-02-22,218
Frozen Peas (500g),Frozen Foods,2024-02-22,84
Frozen Pizza,Frozen Foods,2024-02-22,104
Greek Yogurt,Dairy & Eggs,2024-02-22,75
Green Tea (20pk),Beverages,2024-02-22,95
Ground Beef,Meat & Seafood,2024-02-22,86
Honey (500g),Snacks & Confectionery,2024-02-22,64
Milk (1L),Dairy & Eggs,2024-02-22,194
Mineral Water (2L),Beverages,2024-02-22,173
Oats (1kg),Grains & Staples,2024-02-22,101
Olive Oil,Oils & Fats,2024-02-22,65
Onions,Fruits & Vegetables,2024-02-22,101
Orange Juice (1L),Beverages,2024-02-22,96
Pasta (500g),Grains & Staples,2024-02-22,157
Potato Chips,Snacks & Confectionery,2024-02-22,105
Potatoes,Fruits & Vegetables,2024-02-22,141
Rice (5kg),Grains & Staples,2024-02-22,215
Salmon Fillet,Meat & Seafood,2024-02-22,83
Soy Sauce (300ml),Condiments & Spices,2024-02-22,57
Spinach,Fruits & Vegetables,2024-02-22,64
Tomato Ketchup,Condiments & Spices,2024-02-22,77
Tomatoes,Fruits & Vegetables,2024-02-22,129
Tuna (Canned),Meat & Seafood,2024-02-22,112
Vegetable Oil,Oils & Fats,2024-02-22,123
Whole Wheat Bread,Grains & Staples,2024-02-22,179
Bananas,Fruits & Vegetables,2024-02-23,176
Bell Pepper,Fruits & Vegetables,2024-02-23,90
Butter (250g),Oils & Fats,2024-02-23,104
Cheddar Cheese,Dairy & Eggs,2024-02-23,98
Chicken Breast,Meat & Seafood,2024-02-23,169
Cumin Powder,Condiments & Spices,2024-02-23,58
Dark Chocolate,Snacks & Confectionery,2024-02-23,131
Eggs (12pk),Dairy & Eggs,2024-02-23,239
Frozen Peas (500g),Frozen Foods,2024-02-23,98
Frozen Pizza,Frozen Foods,2024-02-23,85
Greek Yogurt,Dairy & Eggs,2024-02-23,66
Green Tea (20pk),Beverages,2024-02-23,89
Ground Beef,Meat & Seafood,2024-02-23,107
Honey (500g),Snacks & Confectionery,2024-02-23,63
Milk (1L),Dairy & Eggs,2024-02-23,204
Mineral Water (2L),Beverages,2024-02-23,174
Oats (1kg),Grains & Staples,2024-02-23,114
Olive Oil,Oils & Fats,2024-02-23,81
Onions,Fruits & Vegetables,2024-02-23,119
Orange Juice (1L),Beverages,2024-02-23,78
Pasta (500g),Grains & Staples,2024-02-23,180
Potato Chips,Snacks & Confectionery,2024-02-23,117
Potatoes,Fruits & Vegetables,2024-02-23,160
Rice (5kg),Grains & Staples,2024-02-23,198
Salmon Fillet,Meat & Seafood,2024-02-23,66
Soy Sauce (300ml),Condiments & Spices,2024-02-23,60
Spinach,Fruits & Vegetables,2024-02-23,66
Tomato Ketchup,Condiments & Spices,2024-02-23,101
Tomatoes,Fruits & Vegetables,2024-02-23,63
Tuna (Canned),Meat & Seafood,2024-02-23,132
Vegetable Oil,Oils & Fats,2024-02-23,121
Whole Wheat Bread,Grains & Staples,2024-02-23,188
Bananas,Fruits & Vegetables,2024-02-24,200
Bell Pepper,Fruits & Vegetables,2024-02-24,88
Butter (250g),Oils & Fats,2024-02-24,128
Cheddar Cheese,Dairy & Eggs,2024-02-24,101
Chicken Breast,Meat & Seafood,2024-02-24,204
Cumin Powder,Condiments & Spices,2024-02-24,69
Dark Chocolate,Snacks & Confectionery,2024-02-24,117
Eggs (12pk),Dairy & Eggs,2024-02-24,253
Frozen Peas (500g),Frozen Foods,2024-02-24,109
Frozen Pizza,Frozen Foods,2024-02-24,99
Greek Yogurt,Dairy & Eggs,2024-02-24,93
Green Tea (20pk),Beverages,2024-02-24,109
Ground Beef,Meat & Seafood,2024-02-24,120
Honey (500g),Snacks & Confectionery,2024-02-24,65
Milk (1L),Dairy & Eggs,2024-02-24,225
Mineral Water (2L),Beverages,2024-02-24,245
Oats (1kg),Grains & Staples,2024-02-24,146
Olive Oil,Oils & Fats,2024-02-24,90
Onions,Fruits & Vegetables,2024-02-24,97
Orange Juice (1L),Beverages,2024-02-24,127
Pasta (500g),Grains & Staples,2024-02-24,209
Potato Chips,Snacks & Confectionery,2024-02-24,128
Potatoes,Fruits & Vegetables,2024-02-24,217
Rice (5kg),Grains & Staples,2024-02-24,242
Salmon Fillet,Meat & Seafood,2024-02-24,92
Soy Sauce (300ml),Condiments & Spices,2024-02-24,82
Spinach,Fruits & Vegetables,2024-02-24,100
Tomato Ketchup,Condiments & Spices,2024-02-24,88
Tomatoes,Fruits & Vegetables,2024-02-24,111
Tuna (Canned),Meat & Seafood,2024-02-24,181
Vegetable Oil,Oils & Fats,2024-02-24,151
Whole Wheat Bread,Grains & Staples,2024-02-24,196
Bananas,Fruits & Vegetables,2024-02-25,177
Bell Pepper,Fruits & Vegetables,2024-02-25,118
Butter (250g),Oils & Fats,2024-02-25,120
Cheddar Cheese,Dairy & Eggs,2024-02-25,122
Chicken Breast,Meat & Seafood,2024-02-25,226
Cumin Powder,Condiments & Spices,2024-02-25,66
Dark Chocolate,Snacks & Confectionery,2024-02-25,121
Eggs (12pk),Dairy & Eggs,2024-02-25,242
Frozen Peas (500g),Frozen Foods,2024-02-25,125
Frozen Pizza,Frozen Foods,2024-02-25,113
Greek Yogurt,Dairy & Eggs,2024-02-25,119
Green Tea (20pk),Beverages,2024-02-25,116
Ground Beef,Meat & Seafood,2024-02-25,115
Honey (500g),Snacks & Confectionery,2024-02-25,69
Milk (1L),Dairy & Eggs,2024-02-25,206
Mineral Water (2L),Beverages,2024-02-25,250
Oats (1kg),Grains & Staples,2024-02-25,134
Olive Oil,Oils & Fats,2024-02-25,90
Onions,Fruits & Vegetables,2024-02-25,70
Orange Juice (1L),Beverages,2024-02-25,109
Pasta (500g),Grains & Staples,2024-02-25,208
Potato Chips,Snacks & Confectionery,2024-02-25,154
Potatoes,Fruits & Vegetables,2024-02-25,211
Rice (5kg),Grains & Staples,2024-02-25,268
Salmon Fillet,Meat & Seafood,2024-02-25,100
Soy Sauce (300ml),Condiments & Spices,2024-02-25,65
Spinach,Fruits & Vegetables,2024-02-25,73
Tomato Ketchup,Condiments & Spices,2024-02-25,108
Tomatoes,Fruits & Vegetables,2024-02-25,118
Tuna (Canned),Meat & Seafood,2024-02-25,155
Vegetable Oil,Oils & Fats,2024-02-25,138
Whole Wheat Bread,Grains & Staples,2024-02-25,202
Bananas,Fruits & Vegetables,2024-02-26,134
Bell Pepper,Fruits & Vegetables,2024-02-26,100
Butter (250g),Oils & Fats,2024-02-26,107
Cheddar Cheese,Dairy & Eggs,2024-02-26,77
Chicken Breast,Meat & Seafood,2024-02-26,214
Cumin Powder,Condiments & Spices,2024-02-26,46
Dark Chocolate,Snacks & Confectionery,2024-02-26,98
Eggs (12pk),Dairy & Eggs,2024-02-26,229
Frozen Peas (500g),Frozen Foods,2024-02-26,97
Frozen Pizza,Frozen Foods,2024-02-26,89
Greek Yogurt,Dairy & Eggs,2024-02-26,57
Green Tea (20pk),Beverages,2024-02-26,76
Ground Beef,Meat & Seafood,2024-02-26,98
Honey (500g),Snacks & Confectionery,2024-02-26,53
Milk (1L),Dairy & Eggs,2024-02-26,179
Mineral Water (2L),Beverages,2024-02-26,208
Oats (1kg),Grains & Staples,2024-02-26,116
Olive Oil,Oils & Fats,2024-02-26,67
Onions,Fruits & Vegetables,2024-02-26,102
Orange Juice (1L),Beverages,2024-02-26,102
Pasta (500g),Grains & Staples,2024-02-26,197
Potato Chips,Snacks & Confectionery,2024-02-26,104
Potatoes,Fruits & Vegetables,2024-02-26,161
Rice (5kg),Grains & Staples,2024-02-26,228
Salmon Fillet,Meat & Seafood,2024-02-26,74
Soy Sauce (300ml),Condiments & Spices,2024-02-26,64
Spinach,Fruits & Vegetables,2024-02-26,68
Tomato Ketchup,Condiments & Spices,2024-02-26,88
Tomatoes,Fruits & Vegetables,2024-02-26,96
Tuna (Canned),Meat & Seafood,2024-02-26,145
Vegetable Oil,Oils & Fats,2024-02-26,135
Whole Wheat Bread,Grains & Staples,2024-02-26,184
Bananas,Fruits & Vegetables,2024-02-27,178
Bell Pepper,Fruits & Vegetables,2024-02-27,70
Butter (250g),Oils & Fats,2024-02-27,111
Cheddar Cheese,Dairy & Eggs,2024-02-27,89
Chicken Breast,Meat & Seafood,2024-02-27,228
Cumin Powder,Condiments & Spices,2024-02-27,43
Dark Chocolate,Snacks & Confectionery,2024-02-27,89
Eggs (12pk),Dairy & Eggs,2024-02-27,247
Frozen Peas (500g),Frozen Foods,2024-02-27,99
Frozen Pizza,Frozen Foods,2024-02-27,74
Greek Yogurt,Dairy & Eggs,2024-02-27,54
Green Tea (20pk),Beverages,2024-02-27,97
Ground Beef,Meat & Seafood,2024-02-27,83
Honey (500g),Snacks & Confectionery,2024-02-27,55
Milk (1L),Dairy & Eggs,2024-02-27,186
Mineral Water (2L),Beverages,2024-02-27,210
Oats (1kg),Grains & Staples,2024-02-27,119
Olive Oil,Oils & Fats,2024-02-27,73
Onions,Fruits & Vegetables,2024-02-27,128
Orange Juice (1L),Beverages,2024-02-27,115
Pasta (500g),Grains & Staples,2024-02-27,185
Potato Chips,Snacks & Confectionery,2024-02-27,93
Potatoes,Fruits & Vegetables,2024-02-27,175
Rice (5kg),Grains & Staples,2024-02-27,200
Salmon Fillet,Meat & Seafood,2024-02-27,93
Soy Sauce (300ml),Condiments & Spices,2024-02-27,80
Spinach,Fruits & Vegetables,2024-02-27,83
Tomato Ketchup,Condiments & Spices,2024-02-27,82
Tomatoes,Fruits & Vegetables,2024-02-27,85
Tuna (Canned),Meat & Seafood,2024-02-27,139
Vegetable Oil,Oils & Fats,2024-02-27,119
Whole Wheat Bread,Grains & Staples,2024-02-27,194
Bananas,Fruits & Vegetables,2024-02-28,164
Bell Pepper,Fruits & Vegetables,2024-02-28,89
Butter (250g),Oils & Fats,2024-02-28,109
Cheddar Cheese,Dairy & Eggs,2024-02-28,92
Chicken Breast,Meat & Seafood,2024-02-28,172
Cumin Powder,Condiments & Spices,2024-02-28,47
Dark Chocolate,Snacks & Confectionery,2024-02-28,97
Eggs (12pk),Dairy & Eggs,2024-02-28,190
